order_month;customer_state;product_category_name_english;order_numbers;order_value;average_price;avg_number_product_per_order
2017-01;MG;"fixed_telephony ";1;25,51;10,99;1
2017-01;MG;"furniture_decor ";21;2956,43;96,6219230769231;1
2017-01;MG;"garden_tools ";9;2476,98;246,766666666667;1
2017-01;MG;"health_beauty ";12;1898,29;141,273333333333;1
2017-01;MG;"housewares ";1;78;30;2
2017-01;MG;"luggage_accessories ";2;323,79;147,4;1
2017-01;MG;"office_furniture ";1;278,07;239,99;1
2017-01;MG;"perfumery ";4;734,72;131,7;1
2017-01;MG;"small_appliances ";2;616,72;288;1
2017-01;MG;"sports_leisure ";2;1039,15;462;1
2017-01;MG;"stationery ";2;835,69;79,61;4
2017-01;MG;"telephony ";5;256,85;16,34625;1
2017-01;MG;"toys ";9;1517,47;150,646666666667;1
2017-01;MG;unknown;1;194;169;1
2017-01;MG;"watches_gifts ";2;348,56;159;1
2017-01;MS;"pet_shop ";1;170,36;149;1
2017-01;MT;"cool_stuff ";1;476,34;449;1
2017-01;MT;"fashion_bags_accessories ";1;65,36;14,9;2
2017-01;MT;"furniture_living_room ";1;234,59;199,99;1
2017-01;MT;"garden_tools ";1;343,88;144,99;2
2017-01;MT;"health_beauty ";1;121,62;99;1
2017-01;MT;"home_appliances_2 ";1;236,9;209,9;1
2017-01;MT;"sports_leisure ";2;461,01;102,5;2
2017-01;MT;"telephony ";1;36,99;18,99;1
2017-01;MT;"toys ";2;327;134,99;1
2017-01;PA;"bed_bath_table ";1;145,9;119,9;1
2017-01;PA;"consoles_games ";1;69,45;39,9;1
2017-01;PA;"cool_stuff ";2;1126,31;305,996666666667;1
2017-01;PA;"fashion_bags_accessories ";1;44,74;19,9;1
2017-01;PA;"fashion_male_clothing ";1;159,11;126,9;1
2017-01;PA;"furniture_decor ";1;84,81;59,9;1
2017-01;PA;"garden_tools ";1;56,6;29,99;1
2017-01;PA;"market_place ";1;87,83;62,9;1
2017-01;PA;"sports_leisure ";1;268,53;169,9;1
2017-01;PA;"toys ";1;328,35;299,99;1
2017-01;PA;"watches_gifts ";1;406,14;379;1
2017-01;PB;"furniture_decor ";1;84,52;59,9;1
2017-01;PB;"health_beauty ";1;378,61;349,9;1
2017-01;PE;"baby ";1;195,44;168;1
2017-01;PE;"consoles_games ";1;240,89;214,9;1
2017-01;PE;"cool_stuff ";1;186,49;164,89;1
2017-01;PE;"electronics ";1;86,9;59,9;1
2017-01;PE;"furniture_decor ";1;169,9;119,9;1
2017-01;PE;"health_beauty ";1;378,61;349,9;1
2017-01;PE;"sports_leisure ";2;833,87;386;1
2017-01;PE;"telephony ";1;59,83;34,99;1
2017-01;PI;"agro_industry_and_commerce ";1;46,34;21,99;1
2017-01;PI;"baby ";1;710;669;1
2017-01;PI;"consoles_games ";1;221,85;195,99;1
2017-01;PI;"furniture_decor ";1;69,94;37,99;1
2017-01;PI;"health_beauty ";2;266,16;107,945;1
2017-01;PI;"sports_leisure ";1;139,69;109,99;1
2017-01;PR;"auto ";6;935,71;117,711428571429;1
2017-01;PR;"baby ";4;460,23;101,6975;1
2017-01;PR;"bed_bath_table ";3;255,44;66,2333333333333;1
2017-01;PR;"computers_accessories ";3;166,66;29,2333333333333;1
2017-01;PR;"consoles_games ";1;327,9;309,9;1
2017-01;PR;"cool_stuff ";1;846,52;399;2
2017-01;PR;"dvds_blu_ray ";1;47,8;14,9;2
2017-01;PR;"electronics ";1;44,02;29,5;1
2017-01;PR;"fashion_bags_accessories ";10;244,48;14,8;1
2017-01;PR;"furniture_bedroom ";7;124,34;9,04285714285714;1
2017-01;PR;"furniture_decor ";3;349,54;100,596666666667;1
2017-01;PR;"garden_tools ";2;605,55;268,5;1
2017-01;PR;"health_beauty ";5;638,47;91,86;1
2017-01;PR;"home_appliances_2 ";1;49,98;15,99;2
2017-01;PR;"music ";2;37,24;9,9;1
2017-01;PR;"pet_shop ";6;102,72;8,4;1
2017-01;PR;"small_appliances ";1;117,27;97,99;1
2017-01;PR;"sports_leisure ";4;451,1;74,618;1
2017-01;PR;"stationery ";1;19,62;10,9;1
2017-01;PR;"toys ";2;198,43;86,9;1
2017-01;PR;"watches_gifts ";1;460,22;442,95;1
2017-01;RJ;"air_conditioning ";1;207;189;1
2017-01;RJ;"auto ";3;293,73;81,13;1
2017-01;RJ;"baby ";3;457,35;133,293333333333;1
2017-01;RJ;"bed_bath_table ";9;823,8;58,5472727272727;1
2017-01;RJ;"computers_accessories ";1;113,86;99;1
2017-01;RJ;"consoles_games ";1;124,84;109,9;1
2017-01;RJ;"cool_stuff ";2;243,35;45,975;2
2017-01;RJ;"electronics ";2;128,01;49,45;1
2017-01;RJ;"fashio_female_clothing ";1;69,45;54,9;1
2017-01;RJ;"fashion_bags_accessories ";3;180,12;32,4;1
2017-01;RJ;"fashion_underwear_beach ";1;69;51;1
2017-01;RJ;"fixed_telephony ";2;50,61;10,99;1
2017-01;RJ;"furniture_decor ";19;2641,43;100,426363636364;1
2017-01;RJ;"furniture_living_room ";4;675,67;103,99;1
2017-01;RJ;"garden_tools ";7;1531,48;168,70875;1
2017-01;RJ;"health_beauty ";7;770,49;92,3428571428571;1
2017-01;RJ;"home_appliances_2 ";1;227,9;209,9;1
2017-01;RJ;"housewares ";1;383,82;173,85;2
2017-01;RJ;"luggage_accessories ";1;102,69;87,9;1
2017-01;RJ;"office_furniture ";1;224,98;199,98;1
2017-01;RJ;"perfumery ";5;1065,32;198,7;1
2017-01;RJ;"small_appliances ";1;53,46;37,9;1
2017-01;RJ;"sports_leisure ";7;1118,64;129,094285714286;1
2017-01;RJ;"telephony ";2;205,03;52,6633333333333;1
2017-01;RJ;"toys ";7;670,15;79,5185714285714;1
2017-01;RJ;unknown;1;108;90;1
2017-01;RJ;"watches_gifts ";3;2207,27;715,723333333333;1
2017-01;RN;"baby ";1;182,64;149,99;1
2017-01;RN;"furniture_decor ";1;70,51;43,9;1
2017-01;RN;"health_beauty ";2;856,99;400,495;1
2017-01;RN;"toys ";1;157,99;129,99;1
2017-01;RO;"cool_stuff ";1;491,36;399;1
2017-01;RO;"perfumery ";1;125,09;99,9;1
2017-01;RO;security_and_services;1;209,06;183,29;1
2017-01;RS;"auto ";3;401,95;115,733333333333;1
2017-01;RS;"baby ";3;2708,05;881;1
2017-01;RS;"bed_bath_table ";2;271,05;114,945;1
2017-01;RS;"computers ";1;2217,99;2199,99;1
2017-01;RS;"computers_accessories ";2;2064,7;1009,95;1
2017-01;RS;"cool_stuff ";1;137,67;119,99;1
2017-01;RS;"electronics ";1;55,11;39;1
2017-01;RS;"fashion_bags_accessories ";1;75,73;54,9;1
2017-01;RS;"fixed_telephony ";4;261,62;36,39;1
2017-01;RS;"furniture_decor ";11;1227,18;55,8625;1
2017-01;RS;"garden_tools ";3;459,76;71,896;1
2017-01;RS;"health_beauty ";8;1691,97;192,54875;1
2017-01;RS;"housewares ";1;179,83;149,9;1
2017-01;RS;"office_furniture ";1;475,96;143;2
2017-01;RS;"perfumery ";3;726,83;223,233333333333;1
2017-01;RS;"sports_leisure ";5;443,72;46,3014285714286;1
2017-01;RS;"telephony ";1;59,99;9,99;1
2017-01;RS;"toys ";1;84,99;66,99;1
2017-01;RS;unknown;1;71,8;26,9;2
2017-01;SC;"auto ";2;274,89;117,3;1
2017-01;SC;"baby ";1;237,99;219,99;1
2017-01;SC;"bed_bath_table ";2;178,54;69,745;1
2017-01;SC;"consoles_games ";1;239,64;223,9;1
2017-01;SC;"cool_stuff ";2;942,45;296,533333333333;1
2017-01;SC;"fashion_bags_accessories ";2;262,45;76,5966666666667;1
2017-01;SC;"furniture_decor ";4;310,29;40,22;1
2017-01;SC;"garden_tools ";1;256,79;239,9;1
2017-01;SC;"health_beauty ";1;45,52;31;1
2017-01;SC;"home_appliances_2 ";2;1040,54;499;1
2017-01;SC;"housewares ";2;704,05;336,42;1
2017-01;SC;"perfumery ";2;197,96;27,4;3
2017-01;SC;"sports_leisure ";5;966,81;175,736;1
2017-01;SC;"telephony ";2;1468,43;707,99;1
2017-01;SC;unknown;2;174,96;40,7533333333333;1
2017-01;SE;"bed_bath_table ";1;88,29;65,9;1
2017-01;SE;"market_place ";1;45,4;25;1
2017-01;SE;"perfumery ";1;80,77;59,9;1
2017-01;SE;"sports_leisure ";1;167,32;113;1
2017-01;SP;"agro_industry_and_commerce ";1;61,42;21,99;2
2017-01;SP;"air_conditioning ";2;531,36;158,233333333333;1
2017-01;SP;"auto ";9;2407,63;183,04;1
2017-01;SP;"baby ";11;1199,47;65,9664285714286;1
2017-01;SP;"bed_bath_table ";18;1819,21;87,4155555555556;1
2017-01;SP;"books_general_interest ";2;271,55;117,445;1
2017-01;SP;"computers_accessories ";10;1227,34;66,80875;1
2017-01;SP;"consoles_games ";8;3028,52;320,584444444444;1
2017-01;SP;"cool_stuff ";9;1690,14;169,743333333333;1
2017-01;SP;"electronics ";6;458,39;64,95;1
2017-01;SP;"fashio_female_clothing ";1;33,36;22,4;1
2017-01;SP;"fashion_bags_accessories ";6;659,08;96,5966666666667;1
2017-01;SP;"fashion_shoes ";1;49,01;34,9;1
2017-01;SP;"fixed_telephony ";10;455,05;30,6636363636364;1
2017-01;SP;"food ";2;78,82;21,41;1
2017-01;SP;"furniture_bedroom ";1;24,42;9,9;1
2017-01;SP;"furniture_decor ";62;7150,48;66,2472527472527;1
2017-01;SP;"furniture_living_room ";2;348,97;103,99;1
2017-01;SP;"garden_tools ";11;2118,33;170,986363636364;1
2017-01;SP;"health_beauty ";30;3664,29;100,1328125;1
2017-01;SP;"home_appliances_2 ";2;713,28;338,45;1
2017-01;SP;"home_comfort_2 ";2;95,57;36,4;1
2017-01;SP;"housewares ";12;1522,38;91,4678571428572;1
2017-01;SP;"luggage_accessories ";1;138,9;54,9;2
2017-01;SP;"market_place ";4;414,99;89,785;1
2017-01;SP;"musical_instruments ";1;357,74;339,74;1
2017-01;SP;"office_furniture ";3;701,13;119,756;1
2017-01;SP;"perfumery ";9;1780,92;178,566666666667;1
2017-01;SP;"pet_shop ";2;349,55;105,13;1
2017-01;SP;"small_appliances ";2;1000,8;474,45;1
2017-01;SP;"sports_leisure ";25;4827,76;109,963157894737;1
2017-01;SP;"stationery ";4;899,3;208,65;1
2017-01;SP;"telephony ";6;952,52;145,228333333333;1
2017-01;SP;"toys ";15;1658,39;95,408;1
2017-01;SP;unknown;5;996,29;183,518;1
2017-01;SP;"watches_gifts ";2;3256,41;1610,7;1
2017-01;TO;"health_beauty ";1;374,28;349,9;1
2017-01;TO;"toys ";1;302,58;279,99;1
2017-02;AC;"computers_accessories ";2;184,78;20,15;2
2017-02;AC;"health_beauty ";1;412,62;184,9;2
2017-02;AL;"auto ";1;126,71;99,75;1
2017-02;AL;"cool_stuff ";1;142,33;119,99;1
2017-02;AL;"furniture_decor ";3;495,76;121,57;1
2017-02;AL;"health_beauty ";3;998,71;308,263333333333;1
2017-02;AL;"market_place ";1;50,7;29,9;1
2017-02;AL;"stationery ";1;111,01;89,9;1
2017-02;AL;"telephony ";2;1042,65;493,495;1
2017-02;AM;"bed_bath_table ";2;279,85;107,4;1
2017-02;AM;"consoles_games ";1;370,29;343,4;1
2017-02;AM;"garden_tools ";1;59,35;35;1
2017-02;AM;"housewares ";1;179,3;149,9;1
2017-02;AM;"pet_shop ";1;135,16;109,9;1
2017-02;AM;"telephony ";2;98,59;24,945;1
2017-02;AP;"fixed_telephony ";1;324,15;39,99;5
2017-02;AP;"health_beauty ";1;383,05;349,9;1
2017-02;BA;"air_conditioning ";2;436,52;187,9;1
2017-02;BA;"auto ";4;591,56;94,572;1
2017-02;BA;"baby ";1;208,16;175,9;1
2017-02;BA;"bed_bath_table ";4;507,88;101,15;1
2017-02;BA;"books_general_interest ";1;142,89;119,5;1
2017-02;BA;"computers_accessories ";2;215,97;93,225;1
2017-02;BA;"cool_stuff ";3;229,23;54,9633333333333;1
2017-02;BA;"electronics ";1;95,98;75;1
2017-02;BA;"fashion_bags_accessories ";1;55,75;34,95;1
2017-02;BA;"fashion_male_clothing ";1;118,03;96,9;1
2017-02;BA;"food ";2;214,15;84,445;1
2017-02;BA;"furniture_decor ";5;429,57;63,18;1
2017-02;BA;"furniture_living_room ";1;328,82;103,99;2
2017-02;BA;"garden_tools ";4;659,52;108,978;1
2017-02;BA;"health_beauty ";5;668,84;111,536;1
2017-02;BA;"housewares ";1;69,9;19,9;1
2017-02;BA;"luggage_accessories ";1;72,71;54,9;1
2017-02;BA;"office_furniture ";2;371,89;148,475;1
2017-02;BA;"perfumery ";2;528,16;244,9;1
2017-02;BA;"sports_leisure ";5;544,6;85,316;1
2017-02;BA;"stationery ";3;640,75;188,233333333333;1
2017-02;BA;"tablets_printing_image ";2;240,28;99;1
2017-02;BA;"telephony ";3;521,12;116,2425;1
2017-02;BA;"toys ";1;141,29;120;1
2017-02;BA;unknown;1;239,95;212;1
2017-02;BA;"watches_gifts ";1;361,98;337,69;1
2017-02;CE;"auto ";1;98,44;24,87;2
2017-02;CE;"books_general_interest ";1;145,01;115;1
2017-02;CE;"consoles_games ";1;720,98;689,89;1
2017-02;CE;"cool_stuff ";1;106,81;79,99;1
2017-02;CE;"food ";1;167,1;149,9;1
2017-02;CE;"furniture_decor ";2;405,16;171,945;1
2017-02;CE;"health_beauty ";1;48,25;23,9;1
2017-02;CE;"luggage_accessories ";1;76,74;55,9;1
2017-02;CE;"market_place ";1;87,83;62,9;1
2017-02;CE;"office_furniture ";1;226,96;176,96;1
2017-02;CE;"sports_leisure ";1;337,42;309;1
2017-02;CE;"telephony ";1;62,83;37,99;1
2017-02;DF;"auto ";2;394,87;169,9;1
2017-02;DF;"bed_bath_table ";2;207,16;50,6333333333333;1
2017-02;DF;"computers ";1;3602,47;3549;1
2017-02;DF;"computers_accessories ";1;3736,22;3699,99;1
2017-02;DF;"consoles_games ";1;115,9;99,9;1
2017-02;DF;"cool_stuff ";3;310,54;86,65;1
2017-02;DF;"fashion_bags_accessories ";1;176,72;159,9;1
2017-02;DF;"health_beauty ";3;406,05;111,63;1
2017-02;DF;"luggage_accessories ";1;124,43;109,9;1
2017-02;DF;"small_appliances ";2;856,97;397,945;1
2017-02;DF;"sports_leisure ";3;296,46;80,93;1
2017-02;DF;"telephony ";1;137,83;119,99;1
2017-02;DF;"toys ";2;205,49;81,9;1
2017-02;DF;"watches_gifts ";1;296,35;279,1;1
2017-02;ES;"air_conditioning ";2;423,02;187,9;1
2017-02;ES;"auto ";1;245,68;229,9;1
2017-02;ES;"baby ";1;195,42;179,99;1
2017-02;ES;"bed_bath_table ";1;118,88;99,9;1
2017-02;ES;"computers_accessories ";3;520,92;84,594;1
2017-02;ES;"fashio_female_clothing ";1;131,51;115;1
2017-02;ES;"fixed_telephony ";1;31,05;15;1
2017-02;ES;"furniture_decor ";3;510,66;83,9;1
2017-02;ES;"furniture_living_room ";1;168,16;139;1
2017-02;ES;"health_beauty ";1;47,05;31;1
2017-02;ES;"housewares ";3;889,6;265,166666666667;1
2017-02;ES;"office_furniture ";2;367,77;144,985;1
2017-02;ES;"perfumery ";1;81,14;64,99;1
2017-02;ES;"sports_leisure ";5;831,74;119,883333333333;1
2017-02;ES;"stationery ";1;109,73;94,9;1
2017-02;ES;"telephony ";1;49,04;32,99;1
2017-02;ES;"toys ";2;168,4;66,99;1
2017-02;ES;unknown;2;180,2;73,35;1
2017-02;ES;"watches_gifts ";2;357,16;161,95;1
2017-02;GO;"agro_industry_and_commerce ";1;39,77;21,99;1
2017-02;GO;"auto ";1;173,09;143,8;1
2017-02;GO;"computers_accessories ";1;348,46;279,9;1
2017-02;GO;"cool_stuff ";3;1091,74;321,33;1
2017-02;GO;"fashion_bags_accessories ";2;211,15;87,445;1
2017-02;GO;"fashion_shoes ";1;111,4;34,9;2
2017-02;GO;"furniture_decor ";2;120,42;42,395;1
2017-02;GO;"health_beauty ";3;211,77;33,5725;1
2017-02;GO;"housewares ";1;52,68;34,9;1
2017-02;GO;"market_place ";1;27,78;10;1
2017-02;GO;"perfumery ";1;34,68;16,9;1
2017-02;GO;"sports_leisure ";2;98,02;31,445;1
2017-02;GO;"telephony ";6;351,26;40,1366666666667;1
2017-02;GO;"toys ";2;128,45;46,445;1
2017-02;MA;"bed_bath_table ";1;137,14;109,9;1
2017-02;MA;"cool_stuff ";1;106,81;79,99;1
2017-02;MA;"electronics ";1;114;79;1
2017-02;MA;"fashion_bags_accessories ";1;80,77;59,9;1
2017-02;MA;"furniture_decor ";2;222,54;81,95;1
2017-02;MA;"garden_tools ";1;66,51;39,9;1
2017-02;MA;"health_beauty ";1;48,25;23,9;1
2017-02;MA;"housewares ";1;205,71;169,9;1
2017-02;MA;"market_place ";1;51,99;25,9;1
2017-02;MA;"telephony ";1;161,51;142,99;1
2017-02;MG;"agro_industry_and_commerce ";1;36,51;21,99;1
2017-02;MG;"air_conditioning ";2;418,6;187,9;1
2017-02;MG;"audio ";2;105,91;34,95;1
2017-02;MG;"auto ";13;2899,89;169,564666666667;1
2017-02;MG;"baby ";4;381,73;76,975;1
2017-02;MG;"bed_bath_table ";27;3989,29;119,56;1
2017-02;MG;"books_imported ";1;114,9;99;1
2017-02;MG;"cine_photo ";1;95,24;59;1
2017-02;MG;"computers_accessories ";15;982,92;49,21875;1
2017-02;MG;"consoles_games ";5;1523,25;286,22;1
2017-02;MG;"construction_tools_construction ";1;171,03;149,9;1
2017-02;MG;"cool_stuff ";5;856,62;150,352;1
2017-02;MG;"electronics ";1;54,42;39,9;1
2017-02;MG;"fashio_female_clothing ";2;283,09;124,45;1
2017-02;MG;"fashion_bags_accessories ";7;437,38;31,71;1
2017-02;MG;"fashion_male_clothing ";2;146,06;55,175;1
2017-02;MG;"fashion_underwear_beach ";1;66,53;52;1
2017-02;MG;"fixed_telephony ";4;110,54;13,2175;1
2017-02;MG;"food ";1;181,98;149,9;1
2017-02;MG;"furniture_bedroom ";1;501,88;450;1
2017-02;MG;"furniture_decor ";30;3495,82;68,665641025641;1
2017-02;MG;"furniture_living_room ";3;763,13;213,663333333333;1
2017-02;MG;"garden_tools ";6;1491,03;189,982857142857;1
2017-02;MG;"health_beauty ";17;1874,49;91,27;1
2017-02;MG;"home_appliances ";1;129,98;115;1
2017-02;MG;"home_appliances_2 ";1;30,11;15,99;1
2017-02;MG;"housewares ";9;951,33;78,507;1
2017-02;MG;"luggage_accessories ";3;246,75;69,93;1
2017-02;MG;"market_place ";2;185,91;75,99;1
2017-02;MG;"musical_instruments ";2;310,68;111,95;1
2017-02;MG;"office_furniture ";9;2666,52;161,189285714286;1
2017-02;MG;"perfumery ";8;1662,29;169,455555555556;1
2017-02;MG;"pet_shop ";6;704,2;62,9311111111111;1
2017-02;MG;"small_appliances ";1;69,17;52;1
2017-02;MG;"sports_leisure ";19;3104,43;113,958695652174;1
2017-02;MG;"stationery ";3;197,55;53,6;1
2017-02;MG;"tablets_printing_image ";1;113,86;99;1
2017-02;MG;"telephony ";15;898,82;45,038;1
2017-02;MG;"toys ";10;972,04;70,39;1
2017-02;MG;unknown;8;1265,67;134,95375;1
2017-02;MG;"watches_gifts ";3;778,65;174,295;1
2017-02;MS;"agro_industry_and_commerce ";2;151,91;57,445;1
2017-02;MS;"bed_bath_table ";1;103,79;80,99;1
2017-02;MS;"computers_accessories ";1;65,64;49,99;1
2017-02;MS;"electronics ";2;143,74;53,475;1
2017-02;MS;"fixed_telephony ";1;49,04;32,99;1
2017-02;MS;"housewares ";1;6929,31;6735;1
2017-02;MS;"pet_shop ";1;60,05;44;1
2017-02;MS;"sports_leisure ";2;407,46;118,326666666667;1
2017-02;MT;"auto ";1;112,46;89,9;1
2017-02;MT;"cool_stuff ";2;404,88;179,99;1
2017-02;MT;"furniture_decor ";2;267,69;39,8666666666667;1
2017-02;MT;"garden_tools ";4;1724,22;319,54;1
2017-02;MT;"health_beauty ";1;115,7;36;2
2017-02;MT;"market_place ";1;380,75;339,74;1
2017-02;MT;"pet_shop ";1;259,06;195;1
2017-02;MT;"sports_leisure ";1;55,94;35;1
2017-02;MT;"telephony ";3;198,87;45,4966666666667;1
2017-02;MT;"toys ";1;63,79;42,99;1
2017-02;PA;"auto ";1;353,51;149,45;2
2017-02;PA;"computers_accessories ";2;146,84;47,9;1
2017-02;PA;"cool_stuff ";1;104,87;75,99;1
2017-02;PA;"furniture_decor ";1;125,95;99;1
2017-02;PA;"garden_tools ";1;1094,37;990;1
2017-02;PA;"health_beauty ";4;1275,03;252,4925;1
2017-02;PA;"home_appliances ";2;198,04;73,95;1
2017-02;PA;"musical_instruments ";3;449,52;85,94;1
2017-02;PA;"office_furniture ";1;115,11;89,99;1
2017-02;PA;"perfumery ";1;407,05;379,9;1
2017-02;PA;"small_appliances ";1;193,3;69,9;2
2017-02;PA;"sports_leisure ";2;276,45;102;1
2017-02;PA;"telephony ";1;306,98;131,99;2
2017-02;PA;"toys ";1;76,25;51,4;1
2017-02;PA;unknown;1;4042,74;3980;1
2017-02;PA;"watches_gifts ";2;1792,2;865,55;1
2017-02;PB;"auto ";1;89,52;59,9;1
2017-02;PB;"bed_bath_table ";1;137,14;109,9;1
2017-02;PB;"cool_stuff ";1;307,86;279,64;1
2017-02;PB;"fashion_bags_accessories ";1;74,74;49,9;1
2017-02;PB;"furniture_decor ";1;66,51;39,9;1
2017-02;PB;"furniture_living_room ";1;381,51;329,9;1
2017-02;PB;"garden_tools ";1;491,68;449,9;1
2017-02;PB;"health_beauty ";2;674,6;309,9;1
2017-02;PB;"perfumery ";1;45,74;20,9;1
2017-02;PB;"sports_leisure ";1;134,66;105;1
2017-02;PB;"toys ";1;140,34;104,99;1
2017-02;PE;"auto ";1;184,32;143,8;1
2017-02;PE;"computers_accessories ";2;683,14;314;1
2017-02;PE;"cool_stuff ";2;746,97;339,195;1
2017-02;PE;"dvds_blu_ray ";1;35,7;14,9;1
2017-02;PE;"fixed_telephony ";1;50,3;29,9;1
2017-02;PE;"food ";1;29,84;15,32;1
2017-02;PE;"furniture_decor ";1;152,43;119,99;1
2017-02;PE;"health_beauty ";2;378,92;164,95;1
2017-02;PE;"luggage_accessories ";1;75,73;54,9;1
2017-02;PE;"market_place ";1;204,22;77,08;2
2017-02;PE;"perfumery ";1;151,26;129,9;1
2017-02;PE;"pet_shop ";1;120,11;84,9;1
2017-02;PE;"sports_leisure ";2;192,41;74,495;1
2017-02;PE;"telephony ";3;314,67;82,9533333333333;1
2017-02;PI;"baby ";1;157,94;50;2
2017-02;PI;"computers_accessories ";1;41,7;20,9;1
2017-02;PI;"fashion_bags_accessories ";1;93,97;69;1
2017-02;PI;"furniture_decor ";1;76,78;13,55;2
2017-02;PI;"garden_tools ";1;1146,2;1099;1
2017-02;PI;"health_beauty ";1;953,84;760;1
2017-02;PI;"market_place ";1;140;90;1
2017-02;PI;"pet_shop ";1;721,71;679,99;1
2017-02;PI;"tablets_printing_image ";2;248,36;99;1
2017-02;PI;"toys ";1;91,61;64,9;1
2017-02;PI;"watches_gifts ";1;49,74;24,9;1
2017-02;PR;"auto ";7;2230,13;217,555555555556;1
2017-02;PR;"baby ";5;415,74;65,812;1
2017-02;PR;"bed_bath_table ";16;2925,51;119,95;1
2017-02;PR;"computers_accessories ";4;169,36;26,895;1
2017-02;PR;"construction_tools_construction ";1;171,03;149,9;1
2017-02;PR;"cool_stuff ";7;3103,72;415,552857142857;1
2017-02;PR;"electronics ";1;69,75;55;1
2017-02;PR;"fashion_bags_accessories ";1;216,27;199,99;1
2017-02;PR;"fashion_underwear_beach ";1;39,51;24,99;1
2017-02;PR;"fixed_telephony ";2;69,93;20,445;1
2017-02;PR;"food ";1;40,16;15,32;1
2017-02;PR;"furniture_decor ";11;1631,24;129,031818181818;1
2017-02;PR;"furniture_living_room ";1;141,12;103,99;1
2017-02;PR;"garden_tools ";3;663,79;199,63;1
2017-02;PR;"health_beauty ";10;1504,13;134,779;1
2017-02;PR;"housewares ";7;774,91;77,71125;1
2017-02;PR;"luggage_accessories ";2;411,46;104,9;1
