is_late;average_delivery_days;delivery_time;review_score;customer_state;product_category_name_english;total_orders;total_revenue
0;5;fast delivery;1;SC;"health_beauty ";2;1298,42
0;3;fast delivery;1;SC;"home_confort ";1;339,16
0;4;fast delivery;1;SC;"housewares ";4;611,37
0;6;fast delivery;1;SC;"perfumery ";1;142,96
0;6;fast delivery;1;SC;"pet_shop ";1;73,05
0;4;fast delivery;1;SC;"sports_leisure ";6;888,09
0;5;fast delivery;1;SC;"stationery ";1;289,86
0;6;fast delivery;1;SC;"watches_gifts ";1;164,01
0;4;fast delivery;1;SP;"agro_industry_and_commerce ";3;169,91
0;6;fast delivery;1;SP;"air_conditioning ";2;1712,34
0;4;fast delivery;1;SP;"art ";2;191,6
0;6;fast delivery;1;SP;"arts_and_craftmanship ";1;23,48
0;4;fast delivery;1;SP;"audio ";2;120,07
0;3;fast delivery;1;SP;"auto ";33;4133,27
0;4;fast delivery;1;SP;"baby ";20;2944,85
0;4;fast delivery;1;SP;"bed_bath_table ";98;17638,45
0;3;fast delivery;1;SP;"books_general_interest ";2;178,17
0;3;fast delivery;1;SP;"books_imported ";1;108,51
0;6;fast delivery;1;SP;"books_technical ";1;122
0;3;fast delivery;1;SP;"cine_photo ";2;349,56
0;4;fast delivery;1;SP;"computers_accessories ";58;8028,54
0;4;fast delivery;1;SP;"consoles_games ";6;711,4
0;3;fast delivery;1;SP;"construction_tools_construction ";10;2196,53
0;2;fast delivery;1;SP;"construction_tools_lights ";2;365,76
0;4;fast delivery;1;SP;"construction_tools_safety ";1;1258,73
0;4;fast delivery;1;SP;"cool_stuff ";26;4036,41
0;1;fast delivery;1;SP;"costruction_tools_garden ";1;70,89
0;4;fast delivery;1;SP;"drinks ";5;472,14
0;3;fast delivery;1;SP;"electronics ";16;862,81
0;4;fast delivery;1;SP;"fashion_bags_accessories ";15;1755,5
0;2;fast delivery;1;SP;"fashion_male_clothing ";1;57,68
0;2;fast delivery;1;SP;"flowers ";1;68,18
0;3;fast delivery;1;SP;"food ";8;553,8
0;5;fast delivery;1;SP;"food_drink ";1;103,65
0;4;fast delivery;1;SP;"furniture_bedroom ";1;326,27
0;4;fast delivery;1;SP;"furniture_decor ";63;8005,82
0;5;fast delivery;1;SP;"furniture_living_room ";2;1572,27
0;4;fast delivery;1;SP;"garden_tools ";18;3635,56
0;4;fast delivery;1;SP;"health_beauty ";76;10299,61
0;4;fast delivery;1;SP;"home_appliances ";10;1459,35
0;6;fast delivery;1;SP;"home_appliances_2 ";1;236,3
0;4;fast delivery;1;SP;"home_confort ";2;140,97
0;4;fast delivery;1;SP;"home_construction ";7;730,87
0;4;fast delivery;1;SP;"housewares ";72;9730,06
0;4;fast delivery;1;SP;"industry_commerce_and_business ";3;617,24
0;3;fast delivery;1;SP;"kitchen_dining_laundry_garden_furniture ";4;522,58
0;6;fast delivery;1;SP;"la_cuisine ";1;334,12
0;4;fast delivery;1;SP;"luggage_accessories ";9;1841,04
0;4;fast delivery;1;SP;"market_place ";5;594,88
0;5;fast delivery;1;SP;"musical_instruments ";5;757,54
0;4;fast delivery;1;SP;"office_furniture ";4;986,2
0;4;fast delivery;1;SP;"perfumery ";34;3984,39
0;3;fast delivery;1;SP;"pet_shop ";19;2506,98
0;2;fast delivery;1;SP;"signaling_and_security ";2;226,36
0;4;fast delivery;1;SP;"small_appliances ";12;2281,6
0;5;fast delivery;1;SP;"small_appliances_home_oven_and_coffee ";1;46,72
0;4;fast delivery;1;SP;"sports_leisure ";62;7944,25
0;3;fast delivery;1;SP;"stationery ";16;2043,17
0;4;fast delivery;1;SP;"telephony ";60;2802,46
0;3;fast delivery;1;SP;"toys ";35;3737,74
0;3;fast delivery;1;SP;unknown;26;3196,26
0;3;fast delivery;1;SP;"watches_gifts ";67;8152,59
0;6;fast delivery;2;AM;"housewares ";1;204,84
0;2;fast delivery;2;BA;"electronics ";1;134,32
0;5;fast delivery;2;CE;unknown;1;154,07
0;5;fast delivery;2;DF;"baby ";1;1044,03
0;6;fast delivery;2;DF;"bed_bath_table ";1;130,26
0;6;fast delivery;2;DF;"computers_accessories ";1;44
0;6;fast delivery;2;DF;"cool_stuff ";1;115,36
0;3;fast delivery;2;DF;"electronics ";1;27,6
0;4;fast delivery;2;DF;"home_appliances_2 ";1;163,38
0;5;fast delivery;2;DF;"sports_leisure ";1;207,57
0;2;fast delivery;2;DF;"watches_gifts ";1;104,99
0;3;fast delivery;2;ES;"telephony ";1;37,22
0;4;fast delivery;2;ES;"watches_gifts ";1;274,24
0;6;fast delivery;2;GO;"computers_accessories ";1;100,8
0;6;fast delivery;2;MG;"auto ";2;324,51
0;6;fast delivery;2;MG;"baby ";1;32,38
0;5;fast delivery;2;MG;"bed_bath_table ";4;1168,62
0;4;fast delivery;2;MG;"computers_accessories ";7;757,88
0;5;fast delivery;2;MG;"consoles_games ";1;97,65
0;5;fast delivery;2;MG;"cool_stuff ";1;83,23
0;4;fast delivery;2;MG;"electronics ";2;94,03
0;6;fast delivery;2;MG;"fashion_bags_accessories ";1;42,6
0;4;fast delivery;2;MG;"food ";1;103,69
0;5;fast delivery;2;MG;"health_beauty ";3;492,71
0;4;fast delivery;2;MG;"housewares ";4;290,12
0;4;fast delivery;2;MG;"luggage_accessories ";2;309,14
0;4;fast delivery;2;MG;"perfumery ";1;126,23
0;6;fast delivery;2;MG;"pet_shop ";1;175,28
0;4;fast delivery;2;MG;"sports_leisure ";3;286,35
0;5;fast delivery;2;MG;"tablets_printing_image ";1;107,76
0;5;fast delivery;2;MG;"telephony ";1;191,46
0;4;fast delivery;2;MG;"toys ";1;44,64
0;6;fast delivery;2;MG;unknown;1;16,33
0;6;fast delivery;2;MG;"watches_gifts ";1;63,1
0;3;fast delivery;2;MS;"baby ";1;215,56
0;3;fast delivery;2;MS;"cool_stuff ";1;106,94
0;6;fast delivery;2;PE;"watches_gifts ";1;180,81
0;4;fast delivery;2;PR;"auto ";2;335,24
0;4;fast delivery;2;PR;"bed_bath_table ";1;224,87
0;5;fast delivery;2;PR;"computers_accessories ";1;205,09
0;3;fast delivery;2;PR;"consoles_games ";2;320,93
0;5;fast delivery;2;PR;"cool_stuff ";2;337,92
0;4;fast delivery;2;PR;"furniture_decor ";7;1029,86
0;2;fast delivery;2;PR;"furniture_living_room ";1;215,64
0;5;fast delivery;2;PR;"garden_tools ";2;159,73
0;6;fast delivery;2;PR;"health_beauty ";2;84,6
0;6;fast delivery;2;PR;"luggage_accessories ";1;126,11
0;6;fast delivery;2;PR;"musical_instruments ";1;90,66
0;6;fast delivery;2;PR;"perfumery ";1;148,91
0;4;fast delivery;2;PR;"sports_leisure ";2;340,46
0;6;fast delivery;2;PR;"stationery ";1;73,46
0;6;fast delivery;2;PR;"telephony ";1;27,73
0;3;fast delivery;2;PR;"toys ";2;298,44
0;6;fast delivery;2;PR;"watches_gifts ";2;170,14
0;6;fast delivery;2;RJ;"baby ";1;80,38
0;5;fast delivery;2;RJ;"bed_bath_table ";4;793,01
0;5;fast delivery;2;RJ;"cool_stuff ";4;464,44
0;4;fast delivery;2;RJ;"electronics ";2;140,78
0;4;fast delivery;2;RJ;"food ";2;129,47
0;5;fast delivery;2;RJ;"furniture_decor ";4;360,63
0;5;fast delivery;2;RJ;"furniture_living_room ";1;87,34
0;6;fast delivery;2;RJ;"garden_tools ";2;256,11
0;6;fast delivery;2;RJ;"housewares ";4;515,17
0;6;fast delivery;2;RJ;"office_furniture ";1;176,39
0;3;fast delivery;2;RJ;"perfumery ";5;547,42
0;4;fast delivery;2;RJ;"pet_shop ";2;269,95
0;5;fast delivery;2;RJ;"sports_leisure ";2;232,32
0;6;fast delivery;2;RJ;unknown;1;104,72
0;5;fast delivery;2;RJ;"watches_gifts ";4;475,43
0;5;fast delivery;2;RS;"bed_bath_table ";2;420,77
0;5;fast delivery;2;RS;"furniture_decor ";1;327,29
0;4;fast delivery;2;RS;"garden_tools ";1;103,02
0;3;fast delivery;2;RS;"health_beauty ";1;328,54
0;4;fast delivery;2;RS;"luggage_accessories ";1;211,74
0;5;fast delivery;2;RS;"perfumery ";1;381,53
0;3;fast delivery;2;SC;"home_construction ";1;108,91
0;6;fast delivery;2;SC;"telephony ";1;72,38
0;5;fast delivery;2;SP;"agro_industry_and_commerce ";2;597,45
0;4;fast delivery;2;SP;"art ";3;377,96
0;4;fast delivery;2;SP;"audio ";4;359,28
0;4;fast delivery;2;SP;"auto ";19;2597,64
0;4;fast delivery;2;SP;"baby ";7;947,12
0;4;fast delivery;2;SP;"bed_bath_table ";43;6965,18
0;5;fast delivery;2;SP;"books_general_interest ";2;485,24
0;4;fast delivery;2;SP;"books_imported ";1;144,76
0;4;fast delivery;2;SP;"books_technical ";2;80,76
0;3;fast delivery;2;SP;"computers ";1;579,22
0;3;fast delivery;2;SP;"computers_accessories ";17;1855,68
0;5;fast delivery;2;SP;"consoles_games ";4;1214,17
0;3;fast delivery;2;SP;"construction_tools_construction ";4;253,66
0;5;fast delivery;2;SP;"construction_tools_lights ";2;316,34
0;4;fast delivery;2;SP;"construction_tools_safety ";1;143,46
0;3;fast delivery;2;SP;"cool_stuff ";12;2413,02
0;2;fast delivery;2;SP;"costruction_tools_garden ";1;98,04
0;6;fast delivery;2;SP;"drinks ";1;27,22
0;3;fast delivery;2;SP;"electronics ";10;701,26
0;4;fast delivery;2;SP;"fashio_female_clothing ";1;58,94
0;3;fast delivery;2;SP;"fashion_bags_accessories ";12;1054,93
0;4;fast delivery;2;SP;"food ";2;154,88
0;4;fast delivery;2;SP;"furniture_decor ";24;3305,24
0;5;fast delivery;2;SP;"furniture_living_room ";5;609,61
0;4;fast delivery;2;SP;"garden_tools ";12;1755,76
0;3;fast delivery;2;SP;"health_beauty ";24;2983,13
0;3;fast delivery;2;SP;"home_appliances ";7;472,76
0;4;fast delivery;2;SP;"home_appliances_2 ";1;237,9
0;4;fast delivery;2;SP;"home_confort ";4;816,96
0;4;fast delivery;2;SP;"home_construction ";5;670,45
0;4;fast delivery;2;SP;"housewares ";30;4008,16
0;6;fast delivery;2;SP;"industry_commerce_and_business ";1;240,04
0;4;fast delivery;2;SP;"kitchen_dining_laundry_garden_furniture ";2;151,02
0;3;fast delivery;2;SP;"luggage_accessories ";2;269,5
0;4;fast delivery;2;SP;"market_place ";2;151,28
0;3;fast delivery;2;SP;"musical_instruments ";2;133,63
0;4;fast delivery;2;SP;"office_furniture ";2;279,53
0;4;fast delivery;2;SP;"perfumery ";15;1152,14
0;4;fast delivery;2;SP;"pet_shop ";11;808,36
0;6;fast delivery;2;SP;"signaling_and_security ";1;89,76
0;4;fast delivery;2;SP;"small_appliances ";5;672,02
0;3;fast delivery;2;SP;"sports_leisure ";25;2207,86
0;3;fast delivery;2;SP;"stationery ";12;1272,11
0;2;fast delivery;2;SP;"tablets_printing_image ";1;108,44
0;4;fast delivery;2;SP;"telephony ";19;966,56
0;4;fast delivery;2;SP;"toys ";12;1182,65
0;3;fast delivery;2;SP;unknown;5;702,78
0;3;fast delivery;2;SP;"watches_gifts ";21;2550,61
0;4;fast delivery;3;AL;"toys ";1;123,82
0;6;fast delivery;3;AM;"baby ";1;420,13
0;3;fast delivery;3;BA;"baby ";1;78,34
0;6;fast delivery;3;BA;"bed_bath_table ";1;106,97
0;5;fast delivery;3;BA;"health_beauty ";1;223,21
0;6;fast delivery;3;BA;"home_confort ";1;106,97
0;6;fast delivery;3;BA;"telephony ";1;93,56
0;5;fast delivery;3;BA;"watches_gifts ";1;171,08
0;5;fast delivery;3;CE;"watches_gifts ";1;56,63
0;3;fast delivery;3;DF;"audio ";1;85,99
0;5;fast delivery;3;DF;"bed_bath_table ";2;205,41
0;5;fast delivery;3;DF;"computers_accessories ";1;772,5
0;4;fast delivery;3;DF;"consoles_games ";1;63
0;2;fast delivery;3;DF;"cool_stuff ";1;55,98
0;5;fast delivery;3;DF;"furniture_decor ";2;160,19
0;5;fast delivery;3;DF;"sports_leisure ";1;149,56
0;5;fast delivery;3;DF;"toys ";1;62,22
0;4;fast delivery;3;DF;"watches_gifts ";2;646,7
0;5;fast delivery;3;ES;"garden_tools ";1;108,15
0;4;fast delivery;3;ES;"housewares ";1;50,95
0;6;fast delivery;3;ES;"telephony ";1;40,23
0;2;fast delivery;3;GO;"bed_bath_table ";1;126,9
0;3;fast delivery;3;GO;"health_beauty ";1;109,73
0;6;fast delivery;3;GO;"housewares ";1;375,16
0;3;fast delivery;3;GO;"toys ";1;102,17
0;5;fast delivery;3;MA;"fashion_bags_accessories ";1;153,06
0;5;fast delivery;3;MG;"agro_industry_and_commerce ";2;1005,52
0;5;fast delivery;3;MG;"air_conditioning ";1;46,48
0;4;fast delivery;3;MG;"auto ";6;1815,42
0;4;fast delivery;3;MG;"baby ";4;452,84
0;4;fast delivery;3;MG;"bed_bath_table ";15;1818,23
0;5;fast delivery;3;MG;"computers_accessories ";10;1762,12
0;4;fast delivery;3;MG;"consoles_games ";2;99,35
0;4;fast delivery;3;MG;"cool_stuff ";4;461,85
0;5;fast delivery;3;MG;"electronics ";2;158,02
0;5;fast delivery;3;MG;"fashion_bags_accessories ";2;134,51
0;6;fast delivery;3;MG;"food_drink ";1;32,03
0;5;fast delivery;3;MG;"furniture_decor ";6;918,5
0;5;fast delivery;3;MG;"garden_tools ";8;1246,42
0;4;fast delivery;3;MG;"health_beauty ";16;2855,02
0;6;fast delivery;3;MG;"home_appliances_2 ";1;53,1
0;6;fast delivery;3;MG;"home_confort ";1;100,58
0;4;fast delivery;3;MG;"housewares ";9;648,7
0;3;fast delivery;3;MG;"luggage_accessories ";2;213,11
0;6;fast delivery;3;MG;"musical_instruments ";1;96,71
0;4;fast delivery;3;MG;"perfumery ";5;785,06
0;5;fast delivery;3;MG;"pet_shop ";2;108,89
0;5;fast delivery;3;MG;"sports_leisure ";8;1029,57
0;5;fast delivery;3;MG;"stationery ";6;472,61
0;5;fast delivery;3;MG;"telephony ";1;110,17
0;5;fast delivery;3;MG;"toys ";2;141,51
0;4;fast delivery;3;MG;unknown;1;1139,17
0;5;fast delivery;3;MG;"watches_gifts ";7;620,83
0;5;fast delivery;3;MS;"fashion_bags_accessories ";1;111,33
0;6;fast delivery;3;PA;"telephony ";1;49,03
0;4;fast delivery;3;PE;"watches_gifts ";1;96,32
0;5;fast delivery;3;PR;"auto ";5;414,61
0;5;fast delivery;3;PR;"bed_bath_table ";5;648,99
0;5;fast delivery;3;PR;"computers_accessories ";3;392,56
0;2;fast delivery;3;PR;"construction_tools_construction ";1;143,36
0;5;fast delivery;3;PR;"construction_tools_safety ";1;114,79
0;5;fast delivery;3;PR;"electronics ";1;219,09
0;5;fast delivery;3;PR;"food ";1;218,5
0;5;fast delivery;3;PR;"furniture_decor ";3;134,62
0;1;fast delivery;3;PR;"furniture_living_room ";1;472,59
0;5;fast delivery;3;PR;"garden_tools ";1;216,74
0;4;fast delivery;3;PR;"health_beauty ";5;448,66
0;6;fast delivery;3;PR;"home_confort ";1;291,72
0;6;fast delivery;3;PR;"housewares ";4;680,49
0;5;fast delivery;3;PR;"industry_commerce_and_business ";1;221,24
0;3;fast delivery;3;PR;"music ";1;344,32
0;5;fast delivery;3;PR;"pet_shop ";3;293,93
0;3;fast delivery;3;PR;"sports_leisure ";7;2230,62
0;5;fast delivery;3;PR;"telephony ";2;98,53
0;3;fast delivery;3;PR;"toys ";2;159,46
0;6;fast delivery;3;PR;"watches_gifts ";2;314,21
0;5;fast delivery;3;RJ;"air_conditioning ";1;40,13
0;6;fast delivery;3;RJ;"audio ";1;66,26
0;4;fast delivery;3;RJ;"auto ";3;134,75
0;4;fast delivery;3;RJ;"baby ";2;337,42
0;5;fast delivery;3;RJ;"bed_bath_table ";12;1823,11
0;4;fast delivery;3;RJ;"computers_accessories ";3;965,86
0;4;fast delivery;3;RJ;"construction_tools_construction ";4;1422,06
0;5;fast delivery;3;RJ;"cool_stuff ";4;843,5
0;5;fast delivery;3;RJ;"electronics ";3;200,13
0;3;fast delivery;3;RJ;"fashion_bags_accessories ";2;346,25
0;5;fast delivery;3;RJ;"furniture_decor ";3;539,01
0;5;fast delivery;3;RJ;"garden_tools ";5;360,44
0;4;fast delivery;3;RJ;"health_beauty ";16;3275,17
0;6;fast delivery;3;RJ;"home_appliances ";1;62,15
0;5;fast delivery;3;RJ;"housewares ";8;973,32
0;6;fast delivery;3;RJ;"kitchen_dining_laundry_garden_furniture ";1;176,99
0;6;fast delivery;3;RJ;"luggage_accessories ";2;136,05
0;6;fast delivery;3;RJ;"market_place ";1;213,62
0;5;fast delivery;3;RJ;"musical_instruments ";1;51,24
0;4;fast delivery;3;RJ;"perfumery ";9;759,68
0;4;fast delivery;3;RJ;"sports_leisure ";4;724,15
0;6;fast delivery;3;RJ;"stationery ";1;167,29
0;5;fast delivery;3;RJ;"telephony ";3;259,03
0;5;fast delivery;3;RJ;"toys ";3;458,66
0;6;fast delivery;3;RJ;unknown;1;39,88
0;4;fast delivery;3;RJ;"watches_gifts ";8;1671,18
0;6;fast delivery;3;RR;"health_beauty ";1;52,87
0;5;fast delivery;3;RS;"baby ";2;972,42
0;2;fast delivery;3;RS;"bed_bath_table ";1;57,02
0;5;fast delivery;3;RS;"computers_accessories ";1;150,09
0;3;fast delivery;3;RS;"cool_stuff ";2;277
0;5;fast delivery;3;RS;"electronics ";1;37,13
0;5;fast delivery;3;RS;"fashion_bags_accessories ";1;42,47
0;6;fast delivery;3;RS;"furniture_decor ";1;324,89
0;5;fast delivery;3;RS;"garden_tools ";2;164,86
0;5;fast delivery;3;RS;"health_beauty ";2;218,73
0;6;fast delivery;3;RS;"home_appliances ";1;50,5
0;4;fast delivery;3;RS;"housewares ";1;111,76
0;6;fast delivery;3;RS;"pet_shop ";1;65,22
0;4;fast delivery;3;RS;"sports_leisure ";2;424,58
0;6;fast delivery;3;RS;"telephony ";1;400,66
0;1;fast delivery;3;RS;"toys ";1;154,27
0;4;fast delivery;3;RS;"watches_gifts ";1;44,65
0;5;fast delivery;3;SC;"auto ";3;256,24
0;3;fast delivery;3;SC;"construction_tools_safety ";1;245,86
0;4;fast delivery;3;SC;"cool_stuff ";1;131,47
0;4;fast delivery;3;SC;"furniture_decor ";1;128,19
0;5;fast delivery;3;SC;"housewares ";2;241,73
0;5;fast delivery;3;SC;"musical_instruments ";1;109,55
0;6;fast delivery;3;SC;"perfumery ";1;69,15
0;6;fast delivery;3;SC;"pet_shop ";1;67,14
0;3;fast delivery;3;SC;"stationery ";1;96,8
0;6;fast delivery;3;SC;"toys ";2;196,28
0;6;fast delivery;3;SC;unknown;1;50,1
0;4;fast delivery;3;SC;"watches_gifts ";1;102,2
0;3;fast delivery;3;SP;"agro_industry_and_commerce ";2;590,95
0;4;fast delivery;3;SP;"air_conditioning ";3;701,72
0;3;fast delivery;3;SP;"art ";4;408,03
0;3;fast delivery;3;SP;"arts_and_craftmanship ";2;230,33
0;3;fast delivery;3;SP;"audio ";6;226,01
0;3;fast delivery;3;SP;"auto ";37;5709,04
0;3;fast delivery;3;SP;"baby ";38;4054,17
0;4;fast delivery;3;SP;"bed_bath_table ";113;12752,19
0;3;fast delivery;3;SP;"books_general_interest ";4;212,57
0;5;fast delivery;3;SP;"christmas_supplies ";1;25,31
0;4;fast delivery;3;SP;"cine_photo ";2;134,56
0;4;fast delivery;3;SP;"computers_accessories ";45;4190,69
0;4;fast delivery;3;SP;"consoles_games ";12;1873,31
0;4;fast delivery;3;SP;"construction_tools_construction ";10;2218,23
0;3;fast delivery;3;SP;"construction_tools_lights ";5;592,99
0;3;fast delivery;3;SP;"construction_tools_safety ";1;106,56
0;4;fast delivery;3;SP;"cool_stuff ";43;7062,61
0;6;fast delivery;3;SP;"costruction_tools_garden ";1;166,55
0;6;fast delivery;3;SP;"diapers_and_hygiene ";1;150,76
0;3;fast delivery;3;SP;"drinks ";4;262,15
