seller_id;seller_state;late_percentage;average_review_score;total_orders;total_revenue
9803a40e82e45418ab7fb84091af5231;GO;0.000000000000;3;11;4791,38
9a84ba99f5367fdbd4598363496f1ea2;GO;0.000000000000;3;16;2827,93
9ac4f14370b1e24ddc58be041b7f99df;GO;0.000000000000;4;5;436,65
9d5a9018aee56acb367ba9c3f05d1d6a;GO;1.265822784810;4;67;11982,21
aadfe0417e61315688b6bd7043361e25;GO;0.000000000000;4;1;304,18
ad75519a07f039025e83795a4418470f;GO;0.000000000000;3;3;417,92
b410bdd36d5db7a65dcd42b7ead933b8;GO;2.272727272727;4;44;8733,61
bba8d0c234a52b87b3957037a215d1a4;GO;0.000000000000;5;1;139,53
c8143b3069f6746a77421b5ce30a450c;GO;0.000000000000;5;1;185,88
d598f929fc44e1e38678e7f47250ec04;GO;0.000000000000;5;1;107,3
d8b8f2cf9ff6ba0389072541cb42498c;GO;0.000000000000;5;1;169,01
e64882b4ef12aee8d0faca4db5b681f4;GO;0.000000000000;4;1;273,22
ee27a8f15b1dded4d213a468ba4eb391;GO;0.000000000000;5;1;6726,66
06a2c3af7b3aee5d69171b0e14f0ee87;MA;22.305764411027;4;388;47976,8
00d8b143d12632bad99c0ad66ad52825;MG;0.000000000000;5;1;137,1
014c0679dd340a0e338872e7ec85666a;MG;13.333333333333;3;14;7686,31
028872bfa080090a9d0abd4f1af168f8;MG;0.000000000000;5;1;117,87
02dcd3e8e25bee036e32512bcf175493;MG;36.842105263157;3;14;1986,65
03bd479e1d9484cdb14104d3023f7321;MG;33.333333333333;4;3;417,42
0509040ea3fe50071181bbc359eb7738;MG;6.250000000000;4;87;5012,74
05d2173d43ea568aa0540eba70d2ca76;MG;4.687500000000;4;60;7203,95
05f51e13da97139648b8125c31e5f51b;MG;14.285714285714;4;60;15788,3
06bb3a2fe5e7b7a845b13e8fb91bd944;MG;0.000000000000;4;17;1862,33
0791d9fc1e30678ecf03d3e55fa108d3;MG;0.000000000000;2;5;1028,99
080102cd0a76b09e0dcf55fcacc60e05;MG;3.846153846153;4;124;7912,71
081acf3de680d554796c9cf041be7bc2;MG;12.500000000000;4;4;1802,8
08cdbae123ff67ca4e36d9d641ce0119;MG;71.428571428571;2;4;4676,05
08d1c9478fb0d7d7fcac9c0da4e82fc7;MG;0.000000000000;5;1;605,57
0a198e95d32b1be2da9424c962a6ebfa;MG;0.000000000000;5;1;86,67
0aa124728afc1131dff5655f4c6f487b;MG;0.000000000000;1;2;958,78
0afccdb8a34ee5c79f7c06faf2b4d56e;MG;8.333333333333;4;24;1557,09
0b46f784306be7200ca1700aa55d819f;MG;0.000000000000;5;1;30,86
0c8380b62e38e8a1e6adbeba7eb9688c;MG;5.092592592592;4;178;21276,04
0cbcee27c791afa0cdcb08587a2013a8;MG;10.000000000000;3;38;5987,8
0d85bbda9889ce1f7e63778d24f346eb;MG;9.615384615384;4;50;5538,08
0df3984f9dfb3d49ac6366acbd3bbb85;MG;1.123595505617;4;87;11520,21
0ea22c1cfbdc755f86b9b54b39c16043;MG;1.486988847583;4;231;14988,84
0ebd97a106433a45a4aebe57c1799778;MG;0.000000000000;4;31;3661,68
10cdd491d1dbea8fb4ead97b19c334ce;MG;0.000000000000;5;3;287,76
11305281b50fff20ae8bb473f8e11876;MG;12.820512820512;4;34;7912,69
1554a68530182680ad5c8b042c3ab563;MG;6.870229007633;4;239;35127,56
15cd6eefe58588619aaed41dfa6621b1;MG;5.555555555555;4;16;2188,86
15ead3a5037a918ddb520dfe39a3d2b9;MG;25.000000000000;4;7;433,95
1703bc09972dab9782e7a9194943b69f;MG;0.000000000000;5;1;356,11
17998cf586426bf0f2c3726cb0a4b211;MG;0.000000000000;4;2;115,52
17ca9b9e9b9ef8fdb529001b49ebb50f;MG;2.307692307692;4;116;12205,86
1838dd9b8977065acf51d95e0053ea7a;MG;4.477611940298;4;64;4075,88
1987cd4be10fe09ee50454f9c354d1c6;MG;6.250000000000;4;14;3135,23
198c7ea11960a9844b544d9bcdca860c;MG;12.000000000000;3;25;2225,38
1c742ac33582852aaf3bcfbf5893abcf;MG;0.000000000000;5;1;113,69
1ca4bdb0cd7fc48e949bac066188ed26;MG;25.000000000000;4;4;1963,08
1cbdc7cf130a41fd13a3c2a7d2fcfda7;MG;0.000000000000;5;2;225,61
1d29dfba02015238dfbe2449a5eaa361;MG;8.333333333333;4;12;789,92
1d953075c2f0dd990bacf27b83b330f1;MG;0.000000000000;5;1;78,32
1da366cade6d8276e7d8beea7af5d4bf;MG;12.500000000000;3;42;7984,54
204b4e07bddef3c9b317f70189135b22;MG;0.000000000000;5;1;88,13
20d53aad4fe5ee93a64f8839609d3586;MG;50.000000000000;2;2;86,44
213fafb0ca06fb3d5886579c2565791b;MG;0.000000000000;2;3;216,86
21e83881401b92b49fb09a16d3852291;MG;0.000000000000;4;14;4182,53
229c3efbfb0ea2058de4ccdfbc3d784a;MG;2.068965517241;3;119;17845,17
22a23e5ac7061fc538cc2a019afaaf16;MG;0.000000000000;3;1;109,42
23ff42c4bf1f8f16cddb19d8b972974a;MG;0.000000000000;4;2;227,67
25c5c91f63607446a97b143d2d535d31;MG;5.494505494505;3;157;62405,5
276677b5d08786d5dce7c2149dcce48b;MG;6.382978723404;3;33;4320,64
282f23a9769b2690c5dda22e316f9941;MG;4.545454545454;4;99;8386,96
28a26ebce31d5918b181ede016fd693b;MG;0.000000000000;5;1;47,04
29e6e05b65f93bc224c644319dc52ecf;MG;0.000000000000;4;4;558,92
2a1348e9addc1af5aaa619b1a3679d6b;MG;25.925925925925;3;51;3385,72
2a5b78b41cd05baeac8df54c6606b92c;MG;1.666666666666;4;49;20132,83
2a84855fd20af891be03bc5924d2b453;MG;2.994011976047;4;162;19190,2
2b1a40c1daabc6ca280c4b815c101841;MG;3.030303030303;3;22;14175,74
2b2fed75b8e5ea3a052fc4c0825da485;MG;0.000000000000;5;3;570,83
2bd05d410a8fd26dc4184a15f4f2f588;MG;0.000000000000;5;6;1515,27
2c00c85d30361cd2ced2969cffbbffa3;MG;0.000000000000;5;1;57,51
2c43fb513632d29b3b58df74816f1b06;MG;0.000000000000;3;3;930,17
2c538755f1ca9540af144f266e70df6c;MG;0.000000000000;5;1;359,91
2cb6eb1b7185064167657fa09f541105;MG;0.000000000000;4;6;1602,7
2e3be8a987a30d7544dbbda6861cc14e;MG;5.263157894736;3;18;4777,55
31344c16881c08a8a72c6d2eb29918c1;MG;4.651162790697;4;43;11912,62
32fdd5d44ecb43dfd6a24b9369eca144;MG;0.000000000000;4;8;617,88
34d1ca11b242c0fee2c834ae8d788566;MG;0.000000000000;4;39;13802,38
3a490ba60afa30ece0e7d50cfe74a4f0;MG;0.000000000000;4;8;1695,07
3afc536624bc2e65bddfb5db33cc01f3;MG;16.666666666666;3;6;419,07
3d2531eccfbde1d7c8db7a3a12fb267a;MG;0.000000000000;4;9;2059,78
3d49bfdd1b43a7fe169b3740067acc61;MG;0.000000000000;4;3;276,82
3db66a856d18a9cba7c9241fc5221c50;MG;11.111111111111;4;94;11694,96
3ded4e2d5f135cb103e5949d7263d2dd;MG;0.000000000000;5;1;62,38
3ea08c48e851106d2f584349daba335f;MG;0.000000000000;4;1;192,94
3fe7120d6257285ac6a3ce7cb071ccec;MG;0.000000000000;3;2;228,26
402916f742e5c740cc751493d9cf5053;MG;0.000000000000;4;9;1478,43
403aa86912527d730337ffcb0fb096ab;MG;0.000000000000;4;10;8251,72
4049512728d969bec69f84088b012416;MG;0.000000000000;5;7;550,27
404e1ba01358af4cd63f679b2c4d1fa1;MG;0.000000000000;5;8;551,73
41ab63a91b8b264e8c8780368bf1dd5b;MG;0.000000000000;4;12;2874,22
41c9d3997dd3c072c31139dc5bb5761f;MG;0.000000000000;4;3;1110,54
4305fe92735c8a43d154ff6dd2b8d927;MG;0.000000000000;3;19;3314,25
43a5d4a57af536fddc96d08be3afdfcb;MG;0.000000000000;1;1;99,83
46ef1a25845fc051c2998d878354810c;MG;20.000000000000;4;5;348,45
478bfe564db21eeb44386606aa30b650;MG;0.000000000000;4;3;230,8
47f55702f598c7c6cc8458b0fbc1c49a;MG;0.000000000000;5;1;94,77
48e5ee06fb2dc74df1c711a9b6dfac2a;MG;0.000000000000;5;1;102,3
49067458c68f7701fd334ce326accbe0;MG;7.894736842105;3;17;1663,43
49e7217cfe4e427191c378ec626d8737;MG;0.000000000000;3;13;3378,31
4a82c4af97ffc0fb2dc26bfdc03b1842;MG;0.000000000000;5;3;210,9
4be9ae93c4fc0f41713d71a4194ee1b3;MG;0.000000000000;5;1;136,97
4d0041cdbe51b4617d95c70b19decc74;MG;0.000000000000;4;8;5465,49
4d232b78ab7ef10393dc3807d827bc0d;MG;0.000000000000;4;5;1689,99
4d6fb82c629c7a5028bfd973c07b05e0;MG;0.000000000000;2;2;327,43
4e06067cc08b3f41d837768d392c3ee3;MG;4.347826086956;4;31;1514,25
4e2627090e6e5b9fabba883a37897683;MG;0.000000000000;1;1;216
4e480be820e37de1444325ff358c9296;MG;0.000000000000;5;1;573,74
4f1f1c8666cdb6442f775c4e8caed465;MG;0.000000000000;5;2;1070,39
5075aaa8404020ae6aa8bf4792099b41;MG;0.000000000000;3;12;2066,28
50c9975695009e5e6473912e83a6d1da;MG;8.955223880597;3;49;6839,37
5194c22ed1f616ec0c0f33c571542879;MG;0.000000000000;4;4;326,45
51e0557bc7b86de13e946c60ee91ce39;MG;0.000000000000;5;1;63,4
539ed9e19811677513447759be5eccfc;MG;0.000000000000;3;2;63,92
5415337f1863452476d42d9f14a16a61;MG;0.000000000000;3;1;68,35
54aa8463e87776b5612f4bdc4bd5d4de;MG;0.000000000000;4;6;486,28
55029529919c0123526150bd26ca8f20;MG;0.000000000000;4;7;588,83
55a5b51f93f2b70ea513f5a047b0262a;MG;7.317073170731;4;39;4849,38
562f8cfc51f265411f487d07e9c40e7f;MG;15.384615384615;4;13;966,25
57df9869a600bd6b7c405f2a862eccfb;MG;0.000000000000;4;5;197,21
585175ec331ea177fa47199e39a6170a;MG;0.000000000000;5;1;3602,47
58f1a6197ed863543e0136bdedb3fce2;MG;2.222222222222;4;44;7903,69
594f9aaa48e5bf431f011ddc5669b0d5;MG;2.631578947368;4;37;4136,41
59b22a78efb79a4797979612b885db36;MG;12.878787878787;3;124;31850,93
5b51032eddd242adc84c38acab88f23d;MG;0.000000000000;3;12;3548,95
5b97c06a046398e7005b2b7c0d707a92;MG;50.000000000000;3;4;1769,59
5bc237df65098fe211bb4818f4d26d78;MG;0.000000000000;4;2;183,89
5bc24d989e71e93c33e50a7782431b0e;MG;0.000000000000;4;17;3736,53
5bc55dbe2f12b6af6d83ed46023e0dc8;MG;19.047619047619;2;17;3409,38
5c603ffb38cbbf25a0e0698941324143;MG;0.000000000000;1;2;393,61
5cf13accae3222c70a9cac40818ae839;MG;3.225806451612;4;148;17287,94
6179a28a13a726c29b3bf54c070dccab;MG;0.000000000000;3;2;686,24
61b893c57e33626afb104d4112b1be76;MG;0.000000000000;1;1;88,09
623ad9d0c1e14bb5464a8c72bff7b4af;MG;0.000000000000;4;1;133,96
63a79f5a7eb5cb48a7e5787b141c7993;MG;0.000000000000;4;11;1015,93
6624bc09786f0e41ae48dfc5eeb1a9e2;MG;0.000000000000;5;1;107,01
66922902710d126a0e7d26b0e3805106;MG;6.451612903225;4;150;17484,26
679769a98cfcc6da877c8486ff1c13f3;MG;0.000000000000;4;21;7467,39
6824a69c9ea0313eba299dd4a2dba09a;MG;0.000000000000;4;6;784,08
6c99c983ce3b6ba0ab813e6790e81691;MG;0.000000000000;3;9;752,51
6cd68b3ed6d59aaa9fece558ad360c0a;MG;1.910828025477;4;149;13718,46
6df688df543f90e9b38f4319e75a9d88;MG;0.000000000000;4;40;2733,56
702835e4b785b67a084280efca355756;MG;0.000000000000;5;1;18,56
70849ca4f400aaabb62cb7462a6f1428;MG;16.666666666666;4;12;1143,24
70f84699be677ec988d1fa824aef7d90;MG;0.000000000000;4;5;1704,44
725af026f869236a8dd0ceb98564d156;MG;0.000000000000;3;7;1362,67
7299e27ed73d2ad986de7f7c77d919fa;MG;4.709141274238;4;338;41581,08
7357b52d27cbaa90f81a96cbc1279396;MG;8.333333333333;4;12;1545,83
7a241947449cc45dbfda4f9d0798d9d0;MG;5.633802816901;3;61;9904,68
7cb946b1ad19faebe28c3e86c2794ec3;MG;0.000000000000;5;1;40,1
7dc9a3355bae96dd82008b313d3a456c;MG;0.000000000000;5;1;949,62
7e26c750b4cb9f6766f58265ff9ebe95;MG;0.000000000000;4;23;1733,18
7ea5bfa6c340f58f8e71fc1f0412b0d6;MG;5.825242718446;4;97;12524,27
81ed90f07c0bacb7594940ba2ef676aa;MG;0.000000000000;4;2;257,46
8444e55c1f13cd5c179851e5ca5ebd00;MG;10.091743119266;3;99;24951,27
85d9eb9ddc5d00ca9336a2219c97bb13;MG;3.454894433781;4;505;24029,52
870d0118f7a9d85960f29ad89d5d989a;MG;4.687500000000;4;45;4586,67
880ce4951cf857ab1d9e0b75c1d856f4;MG;0.000000000000;5;1;197,72
8a9260f2b0340411d6d2a56bcf4f7378;MG;11.111111111111;4;8;1396,94
8c3b533c63cca56240f94f1e3a6b18ef;MG;33.333333333333;1;4;3152,89
8cc6a0e5738e61a87b03c78b2ba9db4b;MG;7.692307692307;4;24;13838,22
8e670472e453ba34a379331513d6aab1;MG;100.000000000000;1;1;1083,96
8e6cc767478edae941d9bd9eb778d77a;MG;6.140350877192;3;104;8944,64
8f54d64f28a993550aa7943f12572959;MG;6.250000000000;3;15;3133,12
8f78f0903005064036736c7173a5c2ed;MG;4.761904761904;3;13;2745,95
939e6227d6964a11a70aa91243e418f2;MG;0.000000000000;4;4;488,25
93dc87703c046b603023e75222018b45;MG;2.941176470588;4;33;8913,41
94165aea8a35c3c21499cbcae239b16c;MG;0.000000000000;2;1;196,11
954e95f20808d7e5d11f0de292d078e0;MG;0.000000000000;4;3;277,96
9596c870880d900012f2e8e6e30d06d7;MG;4.166666666666;4;22;10615,33
95f83f51203c626648c875dd41874c7f;MG;4.411764705882;3;52;4922,52
96804ea39d96eb908e7c3afdb671bb9e;MG;2.500000000000;3;38;4365,76
973f21788dfab357250f69a8dcb7ddee;MG;33.333333333333;2;10;1445,65
985c92cc412091f8529c12d7f23d3fef;MG;8.333333333333;4;12;1606,63
9aa388272ee334b6ae07bc73706e254a;MG;0.000000000000;3;6;861,46
9b00cad94ef3078faf6fba2e792c158f;MG;0.000000000000;5;1;373,82
9b1050e85becf3ae99c1cf4934c9bc5d;MG;0.000000000000;2;2;115,34
9bf11dfc0bec77e5a23028043c3c5a8f;MG;100.000000000000;1;1;132,06
9c3a1c416c765687bc79a04113269929;MG;0.000000000000;1;1;133,8
9c690ceacd5c66731bf443ea810195cb;MG;0.000000000000;4;10;1121,02
9dda5bbacd45e18d6485fee649205d09;MG;9.090909090909;4;19;2419,33
9e9b539eb2806acee3f5c28085c1db9f;MG;33.333333333333;3;3;1039,47
9fc70243fb26800cba56e8f014797004;MG;0.000000000000;4;6;571,3
a06c8ff043abea0528ee44171e2140a2;MG;0.000000000000;4;8;606,93
a1043bafd471dff536d0c462352beb48;MG;5.475880052151;4;715;133177,14
a53f60f05f822b5c621a50ff6a5cb362;MG;0.000000000000;2;3;395,96
a9415cf907dfa12f9ed18693244f5329;MG;0.000000000000;5;1;385,42
aa8af66c623d7d544dfe4bb85b5ebe3b;MG;0.000000000000;5;1;114,57
aac29b1b99776be73c3049939652091d;MG;9.022556390977;3;96;9389,33
aae5953b9edddf14749c0d65d60eb4b9;MG;0.000000000000;5;2;202,9
acce39e832338debb07b02385cde5967;MG;0.000000000000;4;44;5923,66
ad420dd0c4f92f8af951ac24b86d0cf5;MG;4.545454545454;4;40;5255,59
ad8ada0ffa993cb1197d102d9ab21a3e;MG;0.000000000000;1;1;656,16
adcf50477d6a1f5d91bb9d54c4903cb5;MG;13.157894736842;3;19;2223,8
af4a0e4cfe1d9c26b6712b1be25a72e5;MG;7.692307692307;3;21;9351,6
afe0067131b73e40875c9b6c10bd2e21;MG;4.444444444444;4;45;6153,19
b080809eaacb49e5ca07290981472431;MG;0.000000000000;4;11;567,4
b19f3ca2ea475913750f25a5c37c8d8f;MG;25.000000000000;2;24;7549,55
b335c59ab742f751a85db9c411a86739;MG;6.060606060606;3;31;3304,76
b45d7ebfb7378630f1bcd74b6ff86ff7;MG;0.000000000000;3;5;1110,01
b566ab0ef88016e00422755e305103c6;MG;20.000000000000;3;5;1428,22
b86a47b3366e3b5424a7b225781f4908;MG;0.000000000000;3;1;106,35
b92e3c8f9738272ff7c59e111e108d7c;MG;2.816901408450;4;62;10785,95
ba6b68b55fe8704377a7d43c8e5c0185;MG;0.000000000000;4;5;832,22
bafc5aa11e413978be29040f51342e70;MG;11.111111111111;3;9;1829,47
bba74270a87732727b5a3b4fd9ac1c39;MG;0.000000000000;3;36;6760,44
be67f78487e2cecb0d55bc769709e4f5;MG;0.000000000000;5;1;125,64
c52c644cc0dc85121207a27013efc6af;MG;0.000000000000;5;1;680,96
c6218512d16fcac0af02fe92691cf274;MG;11.111111111111;4;8;941,28
c8467937e403e76a8ee9f0ab13f6f5ef;MG;10.000000000000;4;28;2292,82
c847e075301870dd144a116762eaff9a;MG;7.142857142857;4;41;15202,82
c9d2ba8dde44a275ae06475ed1d2fafc;MG;0.000000000000;5;1;43,31
cad9969167c09b48ae6f1d123f7fa68d;MG;0.000000000000;3;2;70,18
cb8bcce248bb1fb274ba762d8b971456;MG;1.449275362318;4;68;10635,02
cc5a78bbad32776dc4e3af205218368c;MG;2.631578947368;4;33;5573,35
cd843d4cf8ef32827de0396605163ba3;MG;0.000000000000;3;5;2612,56
ce7d1888639e6fb06b2749cbfdac1ff7;MG;8.333333333333;4;78;14876,54
cfa5ab0e4d3fc212fd0b3410e7081c62;MG;0.000000000000;3;16;7219,81
cfd7ddab722b902f7ac5b5f3ba6d723d;MG;0.000000000000;4;12;4058,11
d180e07dc1e58c31c3f0cd599dc4d945;MG;0.000000000000;3;1;72,96
d1b9d4be4b6f9ebd85f8acd6745ba612;MG;0.000000000000;4;11;1348,53
d2572f31e9023e9850ef986a636ff9bf;MG;0.000000000000;5;1;305,69
d379f449f2a3b271bc01c0782020f705;MG;3.448275862068;3;28;5499,8
d558ebe531605a1285ab2b1bc3256dfb;MG;0.000000000000;4;3;782,23
d5c530f4884a75ae0dba9c148718d278;MG;11.111111111111;2;6;444,93
d66c305afaec317ebee552073a674429;MG;2.083333333333;4;41;6130,12
d73cbd89533ce8b041a9190241453ac8;MG;0.000000000000;3;4;433,62
d921b68bf747894be13a97ae52b0f386;MG;1.298701298701;4;77;17403,81
d94a40fd42351c259927028d163af842;MG;3.738317757009;4;99;16962,61
